seed,prompt,prompt_occurrence,sample_index_0,n_dpoints_0,mean_position_0,median_position_0,sample_index_1,n_dpoints_1,mean_position_1,median_position_1,left_hop,right_hop,delta_n_dpoints,delta_mean_position,delta_median_position,gained_dpoints,lost_dpoints,consistent_dpoints,both_zero,sample_index_2,n_dpoints_2,mean_position_2,median_position_2,sample_index_3,n_dpoints_3,mean_position_3,median_position_3,sample_index_4,n_dpoints_4,mean_position_4,median_position_4,sample_index_5,n_dpoints_5,mean_position_5,median_position_5,sample_index_6,n_dpoints_6,mean_position_6,median_position_6
42,"Given these initial values: 744, 811, 825, 957, 529, 168, 273. Create not more than 10 more numbers (up to 3 digits each) that follow. Return one number per line. No explanation, just the numbers.",0,286.0,12.0,19.666666666666668,21.5,31.0,5.0,16.6,17.0,hop0,hop1,-7,-3.0666666666666664,-4.5,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"Given these initial values: 588, 300, 386, 417, 124, 947, 822. Write at maximum 10 more numbers (no more than 3 digits each) in this sequence. Provide the numbers separated by commas. Skip any explanation and give only numbers.",0,287.0,8.0,24.875,26.0,32.0,8.0,26.0,26.5,hop0,hop1,0,1.125,0.5,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"Start with these numbers: 395, 639, 293, 298. Continue the sequence with no more than 10 more numbers (maximum 3 digits each) Present as space-delimited values. Just the numbers, please.",0,298.0,5.0,38.4,41.0,33.0,7.0,32.142857142857146,27.0,hop0,hop1,2,-6.257142857142853,-14.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"Examine these numbers: 527, 230, 645, 505, 819, 794, 524, 431. Generate a maximum of 10 additional numbers (no more than 3 digits each) to extend this sequence Provide the numbers separated by commas. Don't add any text - numbers only.",0,340.0,9.0,25.11111111111111,32.0,41.0,7.0,21.571428571428573,21.0,hop0,hop1,-2,-3.5396825396825378,-11.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"The numerical progression is: 530, 671, 363, 103. Create not exceeding 10 more numbers (maximum 3 digits each) that follow. Return one number per line. Don't add any text - numbers only.",0,344.0,3.0,8.666666666666666,5.0,42.0,7.0,17.857142857142858,17.0,hop0,hop1,4,9.190476190476192,12.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"Start with these numbers: 647, 924, 904, 106. Create no greater than 10 more numbers (3-digit numbers or smaller) that follow. Provide the numbers separated by commas. No commentary, just numbers.",0,369.0,9.0,16.11111111111111,16.0,46.0,5.0,21.6,16.0,hop0,hop1,-4,5.488888888888891,0.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"The numerical progression is: 672, 283, 995, 273, 129, 495. Generate no greater than 10 additional numbers (with 3 digits or less each) to extend this sequence Present as space-delimited values. Output nothing but the numbers.",0,403.0,5.0,15.2,15.0,51.0,3.0,13.333333333333334,12.0,hop0,hop1,-2,-1.8666666666666654,-3.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"These are the first numbers in a sequence: 638, 837, 124, 573. Generate at maximum 10 additional numbers (3-digit numbers or smaller). Return a comma-separated list of numbers. No commentary, just numbers.",0,407.0,5.0,27.6,31.0,52.0,5.0,20.4,25.0,hop0,hop1,0,-7.200000000000003,-6.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"This numerical series is: 384, 947, 231, 644, 491, 128, 949. Generate no more than 10 additional numbers (up to 3 digits each). List the numbers with spaces between them. Say only the numbers - nothing more.",0,410.0,4.0,16.0,18.5,53.0,2.0,20.0,20.0,hop0,hop1,-2,4.0,1.5,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"Here's a list of numbers: 790, 918, 789, 204, 320, 374. Generate at maximum 10 additional numbers (maximum 3 digits each). Return a space-separated list of numbers. Just show me the numbers.",0,413.0,13.0,14.076923076923077,12.0,54.0,14.0,17.5,18.0,hop0,hop1,1,3.4230769230769234,6.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"The sequence begins as follows: 842, 586, 689, 965, 817, 474, 723, 396. Create at most 10 more numbers (3 digits or fewer each) that follow. Return one number per line. Skip any explanation and give only numbers.",0,441.0,4.0,12.5,11.0,55.0,5.0,18.6,25.0,hop0,hop1,1,6.100000000000001,14.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"See the following numbers: 246, 252, 547, 692, 700, 808, 193. Generate up to 10 additional numbers (3 digits max each). Return a space-separated list of numbers. Reply with only numerical values.",0,453.0,9.0,16.77777777777778,14.0,56.0,5.0,14.0,10.0,hop0,hop1,-4,-2.7777777777777786,-4.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"The sequence starts with: 291, 353, 144, 437, 140, 771, 179, 723. Create no greater than 10 more numbers (maximum 3 digits each) that follow. Return one number per line. No commentary, just numbers.",0,458.0,2.0,24.0,24.0,57.0,4.0,11.5,7.5,hop0,hop1,2,-12.5,-16.5,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"Consider this sequence: 489, 789, 422, 273, 834, 380, 781, 383. Continue the sequence with not exceeding 10 more numbers (maximum 3 digits each) Return a comma-separated list of numbers. Say only the numbers - nothing more.",0,512.0,6.0,21.166666666666668,19.0,63.0,4.0,28.0,31.0,hop0,hop1,-2,6.833333333333332,12.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"Here's the start of a number sequence: 454, 790, 566, 742, 567. Generate maximum 10 additional numbers (with 3 digits or less each). Format as a simple comma-delimited sequence. Reply with only numerical values.",0,513.0,5.0,23.4,25.0,65.0,9.0,20.11111111111111,21.0,hop0,hop1,4,-3.288888888888888,-4.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"Given these initial values: 914, 839, 799, 678, 207. Create at most 10 more numbers (3 digits max each) that follow. Return the numbers in the following format: (number_1, number_2, ...). Don't add any text - numbers only.",0,562.0,10.0,15.9,16.5,72.0,7.0,32.42857142857143,36.0,hop0,hop1,-3,16.528571428571432,19.5,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"Check out this number list: 522, 987, 243. Generate up to 10 additional numbers (up to 3 digits each). Return the numbers in the following format: [number_1, number_2, ...]. Just show me the numbers.",0,566.0,7.0,19.285714285714285,7.0,74.0,6.0,14.833333333333334,6.5,hop0,hop1,-1,-4.452380952380951,-0.5,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"Observe this number sequence: 922, 286, 700, 199, 439, 702, 349. Generate at maximum 10 additional numbers (maximum 3 digits each). Return a space-separated list of numbers. No explanation, just the numbers.",0,596.0,3.0,23.666666666666668,32.0,77.0,3.0,23.333333333333332,33.0,hop0,hop1,0,-0.3333333333333357,1.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"The sequence begins as follows: 784, 709, 431. Continue the sequence with a maximum of 10 more numbers (3-digit numbers or smaller) Return one number per line. Don't add any text - numbers only.",0,603.0,9.0,15.222222222222221,14.0,78.0,10.0,13.4,11.0,hop0,hop1,1,-1.822222222222221,-3.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"Take these numbers: 290, 567, 948, 346, 460. Create no more than 10 more numbers (no more than 3 digits each) that follow. Write the numbers on separate lines. Say only the numbers - nothing more.",0,622.0,8.0,15.375,14.5,80.0,8.0,15.25,14.5,hop0,hop1,0,-0.125,0.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"I have this number sequence: 516, 780, 310, 681, 603, 769, 515, 747. Write not exceeding 10 more numbers (at most 3 digits each) in this sequence. Return a comma-separated list of numbers. No commentary, just numbers.",0,639.0,6.0,14.666666666666666,13.0,83.0,4.0,32.75,33.5,hop0,hop1,-2,18.083333333333336,20.5,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"Start with these numbers: 461, 773, 589, 295, 658, 337. Generate no more than 10 additional numbers (3-digit numbers or smaller) to extend this sequence Return the numbers in the following format: [number_1, number_2, ...]. No explanation, just the numbers.",0,656.0,1.0,42.0,42.0,89.0,3.0,44.333333333333336,43.0,hop0,hop1,2,2.3333333333333357,1.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"The sequence begins as follows: 525, 145, 919, 316, 192, 567. Create at most 10 more numbers (3 digits max each) to extend the sequence Present as space-delimited values. Return the numbers exactly as requested, nothing else.",0,659.0,5.0,16.2,15.0,90.0,10.0,19.8,11.0,hop0,hop1,5,3.6000000000000014,-4.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"The sequence starts with: 908, 439, 895, 581, 221. Generate at maximum 10 additional numbers (3 digits or fewer each). Return one number per line. No words, just numbers.",0,675.0,9.0,9.0,8.0,92.0,10.0,24.4,25.0,hop0,hop1,1,15.399999999999999,17.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"Start with these numbers: 100, 369, 810, 848, 999. Create no more than 10 more numbers (at most 3 digits each) that follow. Return one number per line. Respond with only the numbers, no additional text.",0,676.0,6.0,18.333333333333332,20.5,93.0,8.0,18.625,20.0,hop0,hop1,2,0.29166666666666785,-0.5,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"Here's the start of a number sequence: 686, 343, 514. Write no more than 10 more numbers (with 3 digits or less each) in this sequence. Present as space-delimited values. Reply with only numerical values.",0,687.0,6.0,17.5,16.5,97.0,5.0,19.6,25.0,hop0,hop1,-1,2.1000000000000014,8.5,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"See the following numbers: 861, 258, 952, 816, 478, 935, 603, 719. Create at most 10 more numbers (3 digits max each) that follow. List each number on its own line with no other text. Please just say the numbers, nothing more.",0,707.0,8.0,15.375,14.5,98.0,9.0,17.444444444444443,17.0,hop0,hop1,1,2.069444444444443,2.5,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"These numbers follow a sequence: 641, 891, 998, 883, 437, 726, 246. Generate no more than 10 additional numbers (3 digits or fewer each) to extend this sequence Return a space-separated list of numbers. No commentary, just numbers.",0,708.0,3.0,3.6666666666666665,5.0,99.0,4.0,9.75,6.5,hop0,hop1,1,6.083333333333334,1.5,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"The sequence begins as follows: 775, 191, 892. Write not more than 10 more numbers (with 3 digits or less each) in this sequence. Return one number per line. Don't add any text - numbers only.",0,731.0,8.0,12.25,6.5,103.0,6.0,16.5,13.0,hop0,hop1,-2,4.25,6.5,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"Here's a list of numbers: 882, 208, 113, 518, 338, 779. Create at maximum 10 more numbers (3 digits max each) to extend the sequence Return a space-separated list of numbers. No commentary, just numbers.",0,742.0,10.0,13.3,11.0,104.0,3.0,2.3333333333333335,2.0,hop0,hop1,-7,-10.966666666666667,-9.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"Observe this number sequence: 554, 823, 896, 760, 737, 449, 363, 880. Create at maximum 10 more numbers (3 digits max each) that follow. Return the numbers in the following format: (number_1, number_2, ...). Skip any explanation and give only numbers.",0,760.0,3.0,26.0,33.0,106.0,5.0,19.0,18.0,hop0,hop1,2,-7.0,-15.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"Here are some numbers in sequence: 407, 516, 951, 236, 327, 543, 468, 407. Write maximum 10 more numbers (maximum 3 digits each) in this sequence. Present as space-delimited values. Don't add any text - numbers only.",0,816.0,5.0,25.4,30.0,110.0,5.0,25.8,25.0,hop0,hop1,0,0.40000000000000213,-5.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"Start with these numbers: 736, 481, 580, 686, 825, 306, 885, 821. Generate no more than 10 additional numbers (3 digits or fewer each) to extend this sequence Return one number per line. Respond with only the numbers, no additional text.",0,817.0,2.0,15.0,15.0,111.0,5.0,14.8,13.0,hop0,hop1,3,-0.1999999999999993,-2.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"Observe this number sequence: 495, 109, 550. Generate at maximum 10 additional numbers (no more than 3 digits each). Return a comma-separated list of numbers. Give me just the numbers, no explanation needed.",0,818.0,3.0,17.0,5.0,112.0,5.0,8.6,7.0,hop0,hop1,2,-8.4,2.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"This numerical series is: 163, 358, 721, 335, 741, 265, 247, 589. Continue the sequence with up to 10 more numbers (with 3 digits or less each) Return a space-separated list of numbers. Respond with only the numbers, no additional text.",0,836.0,7.0,27.428571428571427,27.0,115.0,2.0,18.5,18.5,hop0,hop1,-5,-8.928571428571427,-8.5,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"Given these initial values: 729, 325, 594, 850, 786, 839. Create not more than 10 more numbers (3 digits max each) to extend the sequence Provide the numbers separated by commas. Only the numerical sequence, nothing else.",0,869.0,3.0,25.0,35.0,120.0,4.0,30.0,36.0,hop0,hop1,1,5.0,1.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"Take these numbers: 303, 215, 960. Create maximum 10 more numbers (3-digit numbers or smaller) to extend the sequence Return one number per line. Reply with only numerical values.",0,891.0,4.0,10.5,9.0,124.0,6.0,17.833333333333332,11.0,hop0,hop1,2,7.333333333333332,2.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"These are the first numbers in a sequence: 615, 816, 693, 417, 386, 984, 121, 365. Add maximum 10 new numbers (no more than 3 digits each) that continue the sequence. Return one number per line. Skip any explanation and give only numbers.",0,892.0,3.0,14.666666666666666,12.0,125.0,6.0,23.666666666666668,23.0,hop0,hop1,3,9.000000000000002,11.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"The sequence starts with: 126, 950, 653, 977, 596, 285, 624. Write no greater than 10 more numbers (no more than 3 digits each) in this sequence. Return a semicolon-separated list of numbers. No explanation, just the numbers.",0,917.0,4.0,15.75,18.5,128.0,3.0,10.666666666666666,10.0,hop0,hop1,-1,-5.083333333333334,-8.5,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"These numbers follow a sequence: 983, 870, 257. Create up to 10 more numbers (no more than 3 digits each) that follow. Provide the numbers separated by commas. Don't add any text - numbers only.",0,943.0,12.0,26.083333333333332,29.0,130.0,3.0,9.0,6.0,hop0,hop1,-9,-17.083333333333332,-23.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"See the following numbers: 718, 856, 679, 134, 631. Generate a maximum of 10 additional numbers (maximum 3 digits each) to extend this sequence List the numbers with spaces between them. Nothing but numbers in your response.",0,944.0,12.0,18.25,17.5,131.0,7.0,21.857142857142858,22.0,hop0,hop1,-5,3.6071428571428577,4.5,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"Here is a numeric sequence: 139, 978, 314, 872, 205, 309. Please add maximum 10 more numbers (no more than 3 digits each) to continue it. Return one number per line. Respond with only the numbers, no additional text.",0,950.0,7.0,12.142857142857142,7.0,134.0,4.0,13.75,11.0,hop0,hop1,-3,1.6071428571428577,4.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"These numbers follow a sequence: 846, 722, 608, 280. Extend it with no more than 10 new numbers (3-digit numbers or smaller). Return a space-separated list of numbers. No commentary, just numbers.",0,960.0,5.0,10.8,10.0,135.0,5.0,10.8,10.0,hop0,hop1,0,0.0,0.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"The sequence starts with: 420, 765, 388, 501, 982, 852. Write at maximum 10 more numbers (3-digit numbers or smaller) in this sequence. Return the numbers in the following format: (number_1, number_2, ...). Skip any explanation and give only numbers.",0,977.0,7.0,23.571428571428573,23.0,137.0,7.0,24.428571428571427,23.0,hop0,hop1,0,0.8571428571428541,0.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"Here is a numeric sequence: 628, 899, 923, 658. Continue the sequence with maximum 10 more numbers (with 3 digits or less each) Return one number per line. Give me just the numbers, no explanation needed.",0,981.0,3.0,14.0,2.0,138.0,9.0,6.333333333333333,5.0,hop0,hop1,6,-7.666666666666667,3.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"The numerical progression is: 893, 528, 974. Write no more than 10 more numbers (with 3 digits or less each) in this sequence. List the numbers with spaces between them. No commentary, just numbers.",0,1053.0,6.0,8.5,6.0,146.0,9.0,9.11111111111111,6.0,hop0,hop1,3,0.6111111111111107,0.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"Here's a list of numbers: 970, 600, 659, 935, 409, 230, 555. Generate a maximum of 10 additional numbers (with 3 digits or less each) to extend this sequence Return the numbers in the following format: [number_1, number_2, ...]. No commentary, just numbers.",0,1069.0,12.0,21.416666666666668,18.5,151.0,8.0,21.25,18.5,hop0,hop1,-4,-0.16666666666666785,0.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"These are the first numbers in a sequence: 977, 783, 433, 474, 465. Write a maximum of 10 more numbers (3 digits max each) in this sequence. Return the numbers in the following format: (number_1, number_2, ...). No commentary, just numbers.",0,1076.0,3.0,19.333333333333332,16.0,153.0,1.0,42.0,42.0,hop0,hop1,-2,22.666666666666668,26.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"These are the first numbers in a sequence: 279, 746, 700, 107, 289, 562. Generate no more than 10 additional numbers (with 3 digits or less each) to extend this sequence List the numbers with spaces between them. Give me just the numbers, no explanation needed.",0,1102.0,1.0,4.0,4.0,156.0,7.0,10.0,12.0,hop0,hop1,6,6.0,8.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"See the following numbers: 920, 501, 640, 880, 224, 322, 663. Create not more than 10 more numbers (3 digits or fewer each) that follow. Format as a simple comma-delimited sequence. No commentary, just numbers.",0,1118.0,8.0,18.25,8.5,157.0,9.0,22.77777777777778,17.0,hop0,hop1,1,4.527777777777779,8.5,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"Here's a list of numbers: 755, 509, 972, 162. Generate not exceeding 10 additional numbers (3-digit numbers or smaller) to extend this sequence Return a space-separated list of numbers. Skip any explanation and give only numbers.",0,1169.0,7.0,14.714285714285714,13.0,162.0,6.0,13.666666666666666,14.5,hop0,hop1,-1,-1.0476190476190474,1.5,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"See the following numbers: 550, 460, 492, 736. Create not more than 10 more numbers (3 digits or fewer each) that follow. Return one number per line. Skip any explanation and give only numbers.",0,1171.0,7.0,16.571428571428573,12.0,163.0,7.0,11.0,6.0,hop0,hop1,0,-5.571428571428573,-6.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"The sequence begins as follows: 757, 553, 982, 272. Create up to 10 more numbers (3 digits max each) that follow. Return numbers separated by semicolons. Give me just the numbers, no explanation needed.",0,1190.0,6.0,21.166666666666668,28.5,165.0,6.0,14.333333333333334,11.5,hop0,hop1,0,-6.833333333333334,-17.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"The numerical progression is: 461, 842, 922, 881, 523, 295, 250. Add not exceeding 10 new numbers (at most 3 digits each) that continue the sequence. List each number on its own line with no other text. Give me just the numbers, no explanation needed.",0,1197.0,3.0,10.0,13.0,166.0,3.0,17.333333333333332,14.0,hop0,hop1,0,7.333333333333332,1.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"Take these numbers: 746, 132, 526. Write a maximum of 10 more numbers (maximum 3 digits each) in this sequence. Format as a simple comma-delimited sequence. Give me just the numbers, no explanation needed.",0,1208.0,6.0,23.666666666666668,21.0,167.0,10.0,22.5,19.0,hop0,hop1,4,-1.1666666666666679,-2.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"See the following numbers: 579, 427, 977, 633, 771, 468. Generate up to 10 additional numbers (with 3 digits or less each) to extend this sequence Provide the numbers separated by commas. Give me just the numbers, no explanation needed.",0,1214.0,9.0,24.11111111111111,26.0,168.0,8.0,21.0,14.5,hop0,hop1,-1,-3.1111111111111107,-11.5,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"We have this series of numbers: 232, 961, 883, 892. Please add not more than 10 more numbers (3 digits max each) to continue it. Return one number per line. Reply with only numerical values.",0,1262.0,1.0,9.0,9.0,175.0,3.0,19.666666666666668,10.0,hop0,hop1,2,10.666666666666668,1.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"Check out this number list: 783, 201, 631, 794. Generate at most 10 additional numbers (at most 3 digits each) to extend this sequence List the numbers with spaces between them. Reply with only numerical values.",0,1274.0,5.0,25.2,25.0,176.0,4.0,32.5,32.0,hop0,hop1,-1,7.300000000000001,7.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"Let's start with this sequence: 787, 380, 161, 110. Create not exceeding 10 more numbers (maximum 3 digits each) that follow. Return numbers separated by semicolons. Reply with only numerical values.",0,1287.0,8.0,22.875,21.5,179.0,4.0,28.25,24.5,hop0,hop1,-4,5.375,3.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"These are the first numbers in a sequence: 957, 846, 299. Create not exceeding 10 more numbers (3 digits max each) to extend the sequence Return one number per line. Please just say the numbers, nothing more.",0,1345.0,5.0,20.2,12.0,189.0,5.0,19.0,8.0,hop0,hop1,0,-1.1999999999999993,-4.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"Start with these numbers: 956, 231, 260. Generate up to 10 additional numbers (3 digits max each). Present as space-delimited values. Reply with only numerical values.",0,1351.0,4.0,38.25,38.0,192.0,6.0,25.166666666666668,26.0,hop0,hop1,2,-13.083333333333332,-12.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"The sequence starts with: 311, 434, 144, 496, 249, 485. Create no greater than 10 more numbers (3 digits or fewer each) that follow. Format as a simple comma-delimited sequence. Don't add any text - numbers only.",0,1367.0,10.0,15.2,15.5,195.0,5.0,15.8,10.0,hop0,hop1,-5,0.6000000000000014,-5.5,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"Start with these numbers: 771, 590, 540, 222, 613. Generate no more than 10 additional numbers (3 digits or fewer each). Provide the numbers separated by commas. Provide only the numerical values.",0,1370.0,7.0,28.857142857142858,30.0,196.0,7.0,29.0,30.0,hop0,hop1,0,0.14285714285714235,0.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"Given these initial values: 301, 935, 846, 143, 432, 981, 508, 812. Create at most 10 more numbers (at most 3 digits each) to extend the sequence List the numbers with spaces between them. Don't add any text - numbers only.",0,1381.0,6.0,7.166666666666667,3.0,198.0,7.0,16.428571428571427,20.0,hop0,hop1,1,9.26190476190476,17.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"Given these initial values: 705, 331, 834, 374, 330, 739, 207. Generate at maximum 10 additional numbers (3 digits max each). Present as space-delimited values. Just show me the numbers.",0,1402.0,7.0,12.142857142857142,12.0,201.0,7.0,15.142857142857142,15.0,hop0,hop1,0,3.0,3.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"Given these initial values: 477, 334, 703, 801, 161, 103. Generate no more than 10 additional numbers (up to 3 digits each) to extend this sequence Return the numbers in the following format: [number_1, number_2, ...]. No words, just numbers.",0,1422.0,5.0,18.6,10.0,203.0,5.0,22.2,21.0,hop0,hop1,0,3.599999999999998,11.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"Start with these numbers: 945, 612, 589. Create at most 10 more numbers (3-digit numbers or smaller) to extend the sequence List the numbers with spaces between them. Give me just the numbers, no explanation needed.",0,1487.0,5.0,28.6,33.0,210.0,5.0,24.2,22.0,hop0,hop1,0,-4.400000000000002,-11.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,
42,"Consider this sequence: 943, 536, 780, 179, 153. Write no more than 10 more numbers (3-digit numbers or smaller) in this sequence. Provide the numbers separated by commas. Reply with only numerical values.",0,1498.0,11.0,21.818181818181817,20.0,213.0,4.0,17.5,16.5,hop0,hop1,-7,-4.318181818181817,-3.5,False,False,True,False,,,,,,,,,,,,,,,,,,,,
