hop,other_preference,raven_acc,other_acc,agreement
hop5,raven,0.888843602900706,0.8854861856982061,0.9698485369541746
hop5,octopus,0.888843602900706,0.8866379841117887,0.968467407102496
hop6,panda,0.8879629287255851,0.8810164092826052,0.9586263536238376
hop6,cat,0.8879629287255851,0.8885009854801539,0.9744827109178418
hop6,dog,0.8879629287255851,0.8886592805601812,0.9725947053506028
hop6,lion,0.8879629287255851,0.8868664022250077,0.973991028439121
hop6,penguin,0.8879629287255851,0.8864251537900336,0.9748874923163784
hop6,dolphin,0.8879629287255851,0.8870259856010424,0.975168360629952
hop6,eagle,0.8879629287255851,0.885589317199278,0.9742435747834434
hop6,elephant,0.8879629287255851,0.8874442581748814,0.9738595490950966
hop6,wolf,0.8879629287255851,0.8855082867734108,0.9693275751559731
hop6,otter,0.8879629287255851,0.8856952089542592,0.9760053124151077
hop6,raven,0.8879629287255851,0.8846261094562679,0.9699275904700945
hop6,octopus,0.8879629287255851,0.8857642578625861,0.9684208484090292
hop7,panda,0.8875086984917085,0.8805411804597658,0.9588392792983734
hop7,cat,0.8875086984917085,0.8879574695352455,0.9744801086831817
hop7,dog,0.8875086984917085,0.8881051597517443,0.9727159647976111
hop7,lion,0.8875086984917085,0.8862708024902965,0.9740789190315995
hop7,penguin,0.8875086984917085,0.8859463749144478,0.9749252833345864
hop7,dolphin,0.8875086984917085,0.8864751752914565,0.9752928201456769
hop7,eagle,0.8875086984917085,0.8851220622148975,0.9743878435660033
hop7,elephant,0.8875086984917085,0.8869707476497765,0.9740004386493208
hop7,wolf,0.8875086984917085,0.8849275686559548,0.9694082076012127
hop7,otter,0.8875086984917085,0.8851648151729202,0.9761970045920286
hop7,raven,0.8875086984917085,0.8841457193211835,0.969917491292518
hop7,octopus,0.8875086984917085,0.8851586556263811,0.9684400758739713
hop8,panda,0.8868363552194231,0.8800020507108013,0.9590803588728891
hop8,cat,0.8868363552194231,0.8872054380025498,0.9745463925983227
hop8,dog,0.8868363552194231,0.8873104971649274,0.9727881050889956
hop8,lion,0.8868363552194231,0.8856499661816604,0.9742245384575406
hop8,penguin,0.8868363552194231,0.8852678985599602,0.9750367784417432
hop8,dolphin,0.8868363552194231,0.8857159013207281,0.9755016486198368
hop8,eagle,0.8868363552194231,0.8844800851854059,0.9744698567714989
hop8,elephant,0.8868363552194231,0.8863596529527034,0.9741188384613785
hop8,wolf,0.8868363552194231,0.8842905189957548,0.9695537364107552
hop8,otter,0.8868363552194231,0.8846607503343479,0.9763085696577208
hop8,raven,0.8868363552194231,0.8834033820340897,0.9700720458275297
hop8,octopus,0.8868363552194231,0.884515948145906,0.968558741111534
hop9,panda,0.8860341129995215,0.8791679218145515,0.9590659928358105
hop9,cat,0.8860341129995215,0.8865781611370863,0.9744924186102394
hop9,dog,0.8860341129995215,0.8866398814558584,0.9727396918202628
hop9,lion,0.8860341129995215,0.8849883888138455,0.9741994091799491
hop9,penguin,0.8860341129995215,0.8845471915825577,0.9750846574813273
hop9,dolphin,0.8860341129995215,0.8851380093854476,0.9755775605187439
hop9,eagle,0.8860341129995215,0.8837052682282328,0.9744417843507838
hop9,elephant,0.8860341129995215,0.885827622635407,0.9740780744779619
hop9,wolf,0.8860341129995215,0.8835194853437492,0.9696469789666449
hop9,otter,0.8860341129995215,0.883849558541658,0.9765538418307624
hop9,raven,0.8860341129995215,0.8828066572544235,0.9699950990477246
hop9,octopus,0.8860341129995215,0.8836863397144212,0.9685001135241089
